id,subject,sender,YearMonth,received_time,IsRead
9293,⏳ Votre promotion expire bientôt...,UGC,202302,20230217_130721,True
9294,Synthèse hebdomadaire,Linxo,202302,20230217_131442,True
9295,Business Analyst & Center of Service Coordinator - AXA IM,Joséphine GOMBEAUD,202302,20230217_133049,False
9296,It's Time to Get Your 50-Minute Gift!,noreply=lalal.ai@mg.lalal.ai,202302,20230217_135924,True
9297,Extended! Save on Desktop Apollos,Universal Audio,202302,20230217_140019,True
9298,Embarquement Immédiat - 50% de remise pour fêter les vacances 🌞🌷⛵,Marin d'Eau Douce,202302,20230217_140441,True
9299,Notification,Linxo,202302,20230217_140726,True
9300,Notification,Linxo,202302,20230217_141326,True
9301,Le Chino Costaud arrive,ASPHALTE Homme,202302,20230217_151009,True
9302,DeVinci Junior dans les 30 meilleures Junior-Entreprises de France ! ,DeVinci Junior,202302,20230217_161535,True
9303,"New release from INSANE INDUSTRY, who brought you King Of The Party",Bandcamp,202302,20230217_163041,True
9304,🤩 Petits prix : plus que 3 jours,LE BHV MARAIS,202302,20230217_180100,True
9305,Réservation 5389RM: Finalisez la préparation de votre voyage vers Paris Gare de Lyon,OUIGO,202302,20230217_180647,True
9306,NEW UFC X PROJECT ROCK ARRIVALS ARE HERE 🔥,UFC,202302,20230217_185209,True
9307,[GitHub] Payment Receipt for NathanBibrac,GitHub,202302,20230217_191400,True
9308,"1 parka, 4 saisons",Benoit de BonneGueule,202302,20230217_200122,True
9309,Booking confirmation for Ben Klock,Yurplan,202302,20230218_013409,True
9310,"Nathan, retrouvez votre récompense de la semaine ici 🎉",Google Play,202302,20230218_035943,True
9311,Il était le dernier parrain de la mafia,Cafeyn,202302,20230218_080425,True
9312,Gérez vos abonnements en un éclair 🙌,PayPal,202302,20230218_090044,True
9313,"Alors, quoi de prévu pour ce petit-déjeuner ?",Too Good To Go,202302,20230218_092130,True
9314,"PODCAST : Asphalte, De Bonne Facture et BonneGueule",BonneGueule,202302,20230218_100203,True
9315,Notification,Linxo,202302,20230218_134228,True
9316,Merci d'avoir choisi PayPal lors de votre achat.,PayPal,202302,20230218_141601,True
9317,Notification,Linxo,202302,20230218_141927,True
9318,Agence Principale Rueil-Malmaison,Laurence d'Agence Principale Rueil-Malmaison,202302,20230218_153316,True
9319,"Nathan Bibrac, voulez-vous évaluer votre transaction sur Amazon.fr ?",Amazon Marketplace,202302,20230218_163153,True
9320,Choisissez Oney+ pour piloter votre budget,Oney,202302,20230218_181555,True
9321,"n.bibrac, est ce que tu veux recevoir 10€, afin de profiter d'une réduction sur ta prochaine commande Copees?",Copees,202302,20230218_231249,True
9322,New message from ЗБАЗУТ,Bandcamp,202302,20230218_231623,True
9323,These blogs? You'll like 5 of them.,Tumblr,202302,20230218_231646,True
9324,Vos billets pour votre voyage à destination de Paris Gare de Lyon,OUIGO,202302,20230219_033746,False
9325,Des réductions allant jusqu’à 20% + une annulation sans frais!,hello@mail.looking4.com,202302,20230219_080253,True
9326,⚡ Ne manquez pas notre offre incroyable,Filae.com - Magazine,202302,20230219_091225,True
9327,Rab de Chaussettes Parfaites !,ASPHALTE Homme,202302,20230219_100450,True
9328,Je booste mes ventes: La persuasion en action,Christian Kottmann via LinkedIn,202302,20230219_102523,True
9329,Notification,Linxo,202302,20230219_133328,True
9330,Notification,Linxo,202302,20230219_135427,True
9331,"Camping Car CHAUSSON PROFILÉ WELCOME 64 Fiat Ducato 2,0 l 150 ch : donnez de la visibilité à votre annonce !",leboncoin,202302,20230219_152710,True
9332,BEN KLOCK vous invite,La Folie Douce Les Arcs,202302,20230219_152732,True
9333,"looking for free samples, Nathan?👀",Luke from WavGrind,202302,20230219_191339,True
9334,Confirmez votre adresse e-mail,BlaBlaCar,202302,20230219_195445,True
9335,On fait un BlaBlaCar Nathan ? 💙💚,Julien de BlaBlaCar,202302,20230219_195952,True
9336,"Nathan Bibrac, voulez-vous évaluer votre transaction sur Amazon.fr ?",Amazon Marketplace,202302,20230219_200150,True
9337,100 € de Bonus Covoiturage : vous y êtes presque !,BlaBlaCar,202302,20230219_200512,True
9338,Des astuces pour booster votre premier trajet 📞,BlaBlaCar,202302,20230219_200512,True
9339,Votre trajet BlaBlaCar bénéficie d'une protection complémentaire,BlaBlaCar,202302,20230219_200513,True
9340,Vérification de votre adresse e-mail,BlaBlaCar,202302,20230219_201356,False
9341,Achetez de la crypto et obtenez 10$ de bon de réduction !,Binance,202302,20230219_205421,True
9342,New release from ЗБАЗУТ Sample Packs,Bandcamp,202302,20230219_213808,True
9343,Endormez-vous en écoutant ces sons apaisants.,Spotify,202302,20230220_000029,True
9344,Besoin d'inspiration pour courir ? Par ici ! 🤩,adidas Runtastic,202302,20230220_030349,True
9345,Land a guaranteed job with these 10 must-have skills,Analytics Vidhya,202302,20230220_080608,True
9346,Jeu concours d'Hiver ❄️🎁,Too Good To Go,202302,20230220_081715,True
9347,«The Week» by François Bloch,payoff,202302,20230220_085945,True
9348,Trois marchés à surveiller cette semaine,XTB FRANCE,202302,20230220_093655,True
9349,Vous avez de nouvelles alertes,Filae.com,202302,20230220_094146,True
9350,Ne manquez plus aucune adresse tendance ! 🔥,"Carla, Mapstr",202302,20230220_123429,True
9351,Nouveaux relevés : 5 millions d’individus ajoutés et plus de 30 millions mis à jour,Filae.com - Magazine,202302,20230220_124807,True
9352,Notification,Linxo,202302,20230220_133530,True
9353,Notification,Linxo,202302,20230220_134730,True
9354,Aux Portes du Désert,Transavia,202302,20230220_143412,True
9355,Passez à Premium et profitez de 2 mois gratuits,Spotify,202302,20230220_160709,True
9356,GRÈVE DE LA FAIM • SOUTIEN AU THÉÂTRE TOURSKY & RICHARD MARTIN,Change.org,202302,20230220_162812,True
9357,"Tous les jours dès 15h, le Paname Comedy Club est ouvert en semaine !",LE PANAME ART CAFE,202302,20230220_184910,True
9358,🪩 NOUVEAUTÉS PIONEER : au service du son pour tous,Woodbrass,202302,20230220_230159,False
9359,Promotion en cours : Hearprotek Bouchon Oreille... et d'autres promotions pour vous,Amazon.fr,202302,20230221_063107,True
9360,Sous-vêtements pour vivre à l’aise,Levi’s®,202302,20230221_081633,True
9361,Le Chino Costaud est dispo !,ASPHALTE Homme,202302,20230221_100305,True
9362,📱 Club R x Honor | Le Honor Magic5 Lite arrive sur notre site partenaire,Rakuten,202302,20230221_100446,True
9363,Vos informations personnelles sont-elles à jour ? 📝,Revolut,202302,20230221_125228,True
9364,"Nathan, utilisez cette réduction pour vos prochains trajets !",Emma de Bolt,202302,20230221_131532,True
9365,Notification,Linxo,202302,20230221_135028,True
9366,Qu’est-ce qu’un AirTag ? 🤔,RhinoShield,202302,20230221_150647,True
9367,"New release from Rave Alert, who brought you PUSH UP EP",Bandcamp,202302,20230221_163015,True
9368,"want 10,000 samples and MIDI Nathan?",Luke from WavGrind,202302,20230221_165311,True
9369,"New release from MORC, who brought you Viper Diva - Born To Be Slytherin (ACOR Edit) - remastered",Bandcamp,202302,20230221_170847,True
9370,Notification,Linxo,202302,20230221_174348,True
9371,Réservation 5389RM: Finalisez la préparation de votre voyage vers Paris Gare de Lyon,OUIGO,202302,20230221_182203,False
9372,🚨 03/03/23 ✨ FFR - MARCHE OU RAVE,FEEL FREE RECORDS,202302,20230221_190331,True
9373,"New release from INSANE INDUSTRY, who brought you King Of The Party",Bandcamp,202302,20230221_190521,True
9374,Notre nouvelle parka 4 saisons,BonneGueule,202302,20230221_204550,True
9375,Track Spotlight: Importing & Cleaning Data with Python,DataCamp Insights,202302,20230221_221534,True
9376,Postman Newsletter: February 2023,The Postman Team,202302,20230222_044622,True
9377,8€ ou 20€ offerts sur TOUT l'univers Maison !,Rakuten,202302,20230222_093044,True
9378,Vous disposez de nouveaux documents,LCL INFO,202302,20230222_101434,True
9379,Nathan J-1 avant votre voyage au départ de Bourg-St-Maurice,OUIGO,202302,20230222_103715,False
9380,Suite à mon message,Joséphine GOMBEAUD,202302,20230222_104946,False
9381,⚠️ Votre compte est suspendu suite à un paiement refusé ,Cityscoot,202302,20230222_111055,True
9382,TR: Paris 2024 – Billetterie – Confirmation de commande n° 374603383,Olivia Bibrac,202302,20230222_113348,True
9383,New release from Aexhy,Bandcamp,202302,20230222_115724,True
9384,Notification,Linxo,202302,20230222_133927,True
9385,Notification,Linxo,202302,20230222_134026,True
9386,"- 3,20 € à DAC SC ROCAMA ",Lydia App,202302,20230222_141232,True
9387,501 collectors numérotés à la main,Levi’s® Red Tab™,202302,20230222_151522,True
9388,Soutenez l'Ukraine lors de vos courses 💛💙,Uber,202302,20230222_185534,True
9389,Avoid interruptions to your service,The NordVPN team,202302,20230222_190133,True
9390,🚨 Un pack accessoires à 1€ avec votre enregistreur Zoom !,Woodbrass,202302,20230222_190253,True
9391,"deleting these 10,000 samples and MIDI tomorrow!",Luke 'gone tomorrow' @ WavGrind,202302,20230222_192240,True
9392,Nouveau : l'achat en lot arrive sur leboncoin,leboncoin,202302,20230222_195837,True
9393,Let's talk studio headphones,AIAIAI,202302,20230222_210150,True
9394,"New release from COUP, who brought you 5 Years of COUP | Part I",Bandcamp,202302,20230222_211309,True
9395,Les coques Apple Watch Ultra sont là 🤩,RhinoShield,202302,20230222_213051,True
9396,"New release from Jahanam, who brought you Mama L'auto",Bandcamp,202302,20230222_221711,True
9397,Make playlists in the Bandcamp app!,Bandcamp,202302,20230223_010849,True
9398,***  Please review ASAP:  We're sorry to inform you that your Dropbox is out of space!  ***,Dropbox,202302,20230223_061612,True
9399,[FINAL CALL] Applications Closing Tonight | Data Science Immersive Bootcamp,Analytics Vidhya,202302,20230223_080623,True
9400,Nouveaux recensements : gravissez des montagnes !,Filae.com - Magazine,202302,20230223_085949,True
9401,10 desti en France qui ressemblent au bout du monde 🏖️,Chilowé,202302,20230223_090151,True
9402,"New release from Ismus, who brought you ISMVA004.2",Bandcamp,202302,20230223_102720,True
9403,Notification,Linxo,202302,20230223_122528,True
9404,"New release from Jahanam, who brought you Mama L'auto",Bandcamp,202302,20230223_124414,True
9405,Nouvelle annonce PreSonus AudioBox USB 96,Notifications Audiofanzine,202302,20230223_131521,True
9406,LAST CHANCE to Get 50 Minutes for FREE!,noreply=lalal.ai@mg.lalal.ai,202302,20230223_132618,True
9407,New message from INSANE INDUSTRY,Bandcamp,202302,20230223_133214,True
9408,✨ UAD Unlocked!,Sanjay C,202302,20230223_135426,True
9409,"Un coup de pouce comme ça, ça ne se refuse pas ! 💸",leboncoin,202302,20230223_144142,True
9410,"Votre annonce ""X100V Fujifilm Noir & Accessoires"" est en ligne",leboncoin,202302,20230223_145409,True
9411,🌈 Marche ou Rave - Les billets au tarif Regular sont bientôt SOLD-OUT ! 🌟,FEEL FREE RECORDS,202302,20230223_153002,True
9412,💡Les 5 startups à suivre en février sont ici !,Marine du Monde des grandes écoles et universités,202302,20230223_153415,True
9413,"New release from kneadedpains, who brought you Paro Hour",Bandcamp,202302,20230223_153820,True
9414,Des réductions allant jusqu’à 20% + une annulation sans frais!,hello@mail.looking4.com,202302,20230223_160145,True
9415,Notification,Linxo,202302,20230223_160528,True
9416,"gone tonight, Nathan🔥","10,000 samples and MIDI",202302,20230223_165829,True
9417,"New release from kneadedpains, who brought you Paro Hour",Bandcamp,202302,20230223_171856,True
9418,⏳️ J-5 pour réserver votre prochain séjour à -20%,ALL - Accor Live Limitless,202302,20230223_200401,True
9419,Repartez du bon pied avec un bon de réduction de 20 $,Binance,202302,20230224_000807,True
9420,"New release from Rewasted, who brought you Keep the Club Jumping",Bandcamp,202302,20230224_003818,True
9421,Light HW Finishers Up Next ⏰ Preview Now,UFC,202302,20230224_003954,True
9422,Octagon Exclusives Inside 👀 Get Yours Now!,UFC,202302,20230224_013717,True
9423,"Flash SALE! Pendant 8 heures, des centaines de nouveaux motifs🚀",Aloha from Deer,202302,20230224_100103,True
9424,Derniers jours: 2 mois de Premium gratuits,Spotify,202302,20230224_105638,True
9425,"New release from kneadedpains, who brought you Paro Hour",Bandcamp,202302,20230224_105640,True
9426,"New release from H33Records, who brought you Dallaniel - ???",Bandcamp,202302,20230224_114324,True
9427,"New release from Crazed Behaviour, who brought you VERBAL WARNING",Bandcamp,202302,20230224_114812,True
9428,"becoolbibrac, vous nous avez manqué",Twitch,202302,20230224_120050,True
9429,New release from Aexhy,Bandcamp,202302,20230224_120936,True
9430,Synthèse hebdomadaire,Linxo,202302,20230224_131737,True
9431,Notification,Linxo,202302,20230224_135637,True
9432,NOUVEAU : la parka printanière est là,BonneGueule,202302,20230224_181350,True
9433,Ukraine : Un an sous les bombes,Cafeyn,202302,20230225_080424,True
9434,"Nathan , posez 2 jours, partez 1 semaine 💡",Transavia,202302,20230225_093658,True
9435,Nouveau message pour les membres Prime : votre accès à un cadeau spécial est ici,Amazon.fr,202302,20230225_110627,True
9436,Notification,Linxo,202302,20230225_134831,True
9437,"Nathan, avez-vous pensé à assurer vos futurs achats ?",Oney,202302,20230225_181635,True
9438,Tradez maintenant pour recevoir votre récompense exclusive,Binance,202302,20230225_213103,True
9439,Votre commande de samedi soir avec Uber Eats,Reçu Uber,202302,20230225_213256,True
9440,Confirmation de votre commande Google Play du 28 févr. 2023,Google Play,202302,20230228_115034,True
9441,Vous disposez de nouveaux documents,LCL INFO,202303,20230301_114147,False
9442,Boiler Room: Paris —  your pre-sale tickets inside,Boiler Room,202303,20230302_095750,False
9443,Vélib’ Métropole : votre Vélib’ a bien été restitué,info-abonnement@velib-metropole.fr,202303,20230302_130247,True
9444,Votre commande de vendredi matin avec Uber Eats,Reçu Uber,202303,20230303_014557,True
9445,Votre créneau d'achat ouvre bientôt,Paris 2024 Tickets,202303,20230303_092640,False
9446,Virement Loyer,GESTION SADONE,202303,20230303_101142,False
9447,Change your password,connect@paris2024.org,202303,20230303_110906,False
9448,"✈ J-10 avant votre départ vers   Pôle Caraïbes - Pointe-à-Pitre , préparez votre voyage",Camille Air Caraibes,202303,20230306_143707,False
9449,Suite à mon message,Joséphine GOMBEAUD,202303,20230306_171532,True
9450,MERITIS - Opportunité Business Analyst Cassiopae !,Pierre Jean Desprat,202303,20230306_173929,True
9451,Amira Louati vous a invité(e) à vous abonner à une page la semaine dernière,invitations@linkedin.com,202303,20230307_080811,True
9452,[SFR] Votre facture SFR fixe de mars 2023,ne_pas_repondre@sfr.fr,202303,20230308_232514,False
9453,MERITIS - Opportunité Business Analyst Cassiopae !,Pierre Jean Desprat,202303,20230309_080816,True
9454,"Monsieur BIBRAC, à chaque projet sa solution",Service Client SOFINCO,202303,20230309_163404,True
9455,Surmontez les défis commerciaux avec les guides de démarrage,Amazon Web Services,202303,20230309_190530,True
9456,"Monsieur BIBRAC, à chaque projet sa solution",Service Client SOFINCO,202303,20230310_161851,True
9457,🏁 LES 6 JOURS : C'EST PARTI !,LE BHV MARAIS,202303,20230311_090146,True
9458,NOUVEAU : Notre premier pull à col polo en coton et cachemire,BonneGueule,202303,20230311_100506,True
9459,"Mohana, 24 ans, condamnée à mort pour avoir manifesté",Change.org,202303,20230311_102617,True
9460,"✈ J-5 avant votre départ vers   Pôle Caraïbes - Pointe-à-Pitre , avez-vous pensé à tout ?",Camille Air Caraibes,202303,20230311_143425,True
9461,Vous nous l'aviez demandé : une nouvelle fonctionnalité de dingue !! 🗺📍,"Carla, Mapstr",202303,20230311_154542,True
9462,La coupe parfaite👖,Levi’s®,202303,20230311_160511,True
9463,"Natha', du nouveau dans votre voisinage !",Ensembl',202303,20230311_170106,True
9464,Shop Apollos on Sale NOW,Universal Audio,202303,20230311_173002,True
9465,New items from INSANE INDUSTRY,Bandcamp,202303,20230311_211648,True
9466,"Cette année, faites le plein de voyages grâce à Genius !",Booking.com,202303,20230311_230447,True
9467,Treat yourself. Try 5 of these.,Tumblr,202303,20230312_012340,True
9468,Tradez maintenant pour recevoir votre récompense exclusive,Binance,202303,20230312_041723,True
9469,Des réductions allant jusqu’à 20% + une annulation sans frais!,hello@mail.looking4.com,202303,20230312_080044,True
9470,"🎧 Podcasts -  Stresser moins, vivre plus ✨",Heroic People-Marc Baillet,202303,20230312_084448,True
9471,Nouveau message pour les membres Prime : votre accès à un cadeau spécial est ici,Amazon.fr,202303,20230312_091523,True
9472,"Nouveautés, design, tarifs…[mise à jour de nos CGU]",Service client - Leetchi.com,202303,20230313_150454,True
9473,"Natha', du nouveau dans votre voisinage !",Ensembl',202303,20230313_171947,True
9474,🚀LES 6 JOURS CONTINUENT,LE BHV MARAIS,202303,20230313_180121,True
9475,New Theory courses + more!,DataCamp Insights,202303,20230313_191348,True
9476,🔴 49-3,Change.org,202303,20230313_193406,True
9477,"New release from COUP, who brought you 5 Years of COUP | Part I",Bandcamp,202303,20230313_231055,True
9478,New from ЗБАЗУТ: DJ Bazootka Sticker,Bandcamp,202303,20230314_043331,True
9479,URGENT : Situation de votre financement ACCORD,Service Client Oney,202303,20230314_050239,True
9480,Festival Chilowé 2023 - Réservez votre place 🌞,Chilowé,202303,20230314_080234,True
9481,La Chemise d’un autre Été,ASPHALTE Homme,202303,20230314_100225,True
9482,Profitez de logiciels à prix imbattables 🚀,Rakuten,202303,20230314_100554,True
9483,"Nathan, vous bénéficiez d'une promotion 🎉",Uber,202303,20230314_101147,True
9484,Ralentissez sur votre budget,Midas,202303,20230314_120753,True
9485,New release from H33Records,Bandcamp,202303,20230314_121235,True
9486,Deux pièces taillées pour l’élégance,BonneGueule,202303,20230314_122757,True
9487,J-500 avant les Jeux Olympiques,L’Équipe,202303,20230314_124753,True
9488,"Nathan, voici une réduction pour votre prochain trajet en sécurité 👋",Emma de Bolt,202303,20230314_125921,True
9489,"Save Over $3,400 with UAD Mix Edition",Universal Audio,202303,20230314_130012,True
9490,"New release from Rave Alert, who brought you PUSH UP EP",Bandcamp,202303,20230314_133926,True
9491,Vélib’ Métropole : votre Vélib’ a bien été restitué,info-abonnement@velib-metropole.fr,202303,20230314_135305,True
9492,Vélib’ Métropole : votre Vélib’ a bien été restitué,info-abonnement@velib-metropole.fr,202303,20230314_140844,True
9493,"✈ J-2 avant votre départ vers   Pôle Caraïbes - Pointe-à-Pitre , enregistrez-vous dès maintenant",Camille Air Caraibes,202303,20230314_163702,False
9494,Your Boarding Pass Confirmation,noreply@amadeus.com,202303,20230315_082900,False
9495,Votre carte d’accès à bord avec Air Caraïbes,noreply@amadeus.com,202303,20230315_083001,False
9496,🧳Bonne nouvelle : -30 % sur votre bagage additionnel !,Emma d'Air Caraïbes,202303,20230315_151501,False
9497,Suite à mon message,Joséphine GOMBEAUD,202303,20230315_163858,False
9498,30% de réduction sur les produits d'occasion,Amazon.fr,202303,20230316_090253,False
9499,"Votre ticket Decathlon pour un montant de 34,00 € le 16-03-2023",DECATHLON,202303,20230316_095338,True
9500,"ISSY LES MOULINEAUX, profitez dès maintenant de la 5G de Bouygues Telecom !",Bouygues Telecom,202303,20230316_101556,False
9501,Votre carte d’accès à bord avec Air Caraïbes,noreply@amadeus.com,202303,20230316_115122,False
9502,Votre course de jeudi matin en Uber,Reçu Uber,202303,20230316_120738,True
9503,New release from Vall Du Son,Bandcamp,202303,20230316_130722,True
9504,New message from INSANE INDUSTRY,Bandcamp,202303,20230316_150432,True
9505,What's the best 88-key keyboard today?,Sanjay C,202303,20230316_152249,True
9506,🔔Stay tuned : 6 actus du Sup à ne pas louper !,Margot du Monde des grandes écoles et universités,202303,20230316_152419,True
9507,Comprendre votre supplément sur votre facture du 16/03/2023,Sosh votre service clients,202303,20230316_154918,True
9508,Des réductions allant jusqu’à 20% + une annulation sans frais!,hello@mail.looking4.com,202303,20230316_160317,True
9509,Offer Extended: Save €155,Amanda at DataCamp,202303,20230316_165014,True
9510,"Natha', du nouveau dans votre voisinage !",Ensembl',202303,20230316_173303,True
9511,Votre actualité de Mars !,Oney,202303,20230316_180428,True
9512,"Nathan, un monde d'avantages et d'expériences s'ouvre à vous",ALL - Accor Live Limitless,202303,20230316_180438,True
9513,Air Fryer et autres biens les plus demandés 🔍 de la semaine,leboncoin,202303,20230316_180730,True
9514,Broadcast Lab Grant Scheme: Last chance to apply,BOILER ROOM,202303,20230316_184752,True
9515,Ends tomorrow: 2 years with a discount,The NordVPN team,202303,20230316_191122,True
9516,✨ Launchpad SPACE ID,Binance,202303,20230316_193446,True
9517,50 FREE Minutes for St. Patrick's Day!,noreply=lalal.ai@mg.lalal.ai,202303,20230316_213005,True
9518,🎥 LIVE : Launchpad SPACE ID,Binance,202303,20230316_221233,True
9519,"New release from Rewasted, who brought you Keep the Club Jumping",Bandcamp,202303,20230317_004553,True
9520,Saint Patrick 🍀 17€ offerts,Rakuten,202303,20230317_083418,True
9521,[GitHub] Please verify your device,GitHub,202303,20230318_170909,False
9522,[GitHub] Please review this sign in,GitHub,202303,20230318_170924,False
9523,UFC 286: Edwards vs Usman 3 | LIVE TODAY,UFC,202303,20230318_171329,False
9524,New message from INSANE INDUSTRY,Bandcamp,202303,20230318_203732,False
9525,Le rendez-vous Lyonnais à ne pas manquer 🌗,SHOTGUN,202303,20230320_201314,True
9526,Ça vient d'arriver,BonneGueule,202303,20230320_202056,True
9527,Les coques Samsung S23 sont (enfin) là 🤩,RhinoShield,202303,20230320_203100,True
9528,Renouvellement de votre offre énergie,Engie,202303,20230321_111554,True
9529,Opportunité professionnelle en Freelance,Khawla El BOURAKKADI SOUSSI,202303,20230321_112849,True
9530,Votre offre vous attend,boutique-sfr@sfr.fr,202303,20230321_143700,False
9531,Tu peux dire bye bye au froid hivernal 😮‍💨,SHOTGUN,202303,20230321_150736,False
9532,Maëlys Beulque vous a invité(e) à vous abonner à une page la semaine dernière,invitations@linkedin.com,202303,20230322_080810,True
9533,KEYTEO Suisse: Nouvelle opportunité sur Genève,Rémi DI DONNA,202303,20230322_150455,False
9534,Les tarifs et conditions d'utilisation évoluent au 14 mai 2023,Vélib' Métropole,202303,20230322_152606,False
9535,Air Caraïbes – votre avis nous intéresse,Satisfaction Air Caraïbes,202303,20230322_154158,False
9536,"Last Chance: Shop Deals on Apollo, Volt & OX",Universal Audio,202303,20230322_160017,True
9537,Own UFC 286 Championship Gear🏆,UFC,202303,20230322_160535,True
9538,Restons en contact !,Anne-Claire d'Invivoo,202303,20230322_163025,True
9539,"New release from kneadedpains, who brought you Paro Hour",Bandcamp,202303,20230322_174144,True
9540,Information de connexion,LCL@infos.lcl.fr,202303,20230322_190208,False
9541,"Monsieur BIBRAC, votre véhicule pourra-t-il toujours rouler en 2023 ?",Service Client SOFINCO,202303,20230323_101732,False
9542,"New release from Jahanam, who brought you Mama L'auto",Bandcamp,202303,20230323_102056,True
9543,🔥 NOUVEAUTÉ PIONEER : DDJ-FLX10,Woodbrass,202303,20230323_113424,False
9544,C’est le Printemps... une résurrection ?,La Ferme du Bonheur,202303,20230323_142034,True
9545,"Monsieur BIBRAC, dépenses ou imprévus, comment faire face ?",Service Client SOFINCO,202303,20230323_143352,False
9546,"Vous avez obtenu une offre printanière à 2,95 €/mois chez Audible",Amazon.fr,202303,20230324_102245,True
9547,Evolution de l’Abonnement d’Electricité de votre offre énergie,Engie,202303,20230325_002550,False
9548,Enregistrement de votre demande,boutique-sfr@sfr.fr,202303,20230325_235244,False
9549,😎 DEAL DÉBILE : prix imbattable sur les mousses AURALEX !,Woodbrass,202303,20230326_010104,False
9550,Trois marchés à surveiller cette semaine,XTB FRANCE,202303,20230327_093406,True
9551,New release from ЗБАЗУТ,Bandcamp,202303,20230328_043905,False
9552,🎥 LIVE : Bicasso arrive !,Binance,202303,20230328_061326,True
9553,"Coloris printaniers, ciao l’hiver. ",Levi’s®,202303,20230328_082348,True
9554,La préco du Short Classique est lancée !,ASPHALTE Homme,202303,20230328_100125,True
9555,AWS Summit Paris 2023 | Dernière chance pour vous inscrire,Amazon Web Services,202303,20230328_102432,True
9556,Les news de printemps sont là 🌸,Cityscoot,202303,20230328_102910,True
9557,"Nathan, votre réduction vous appelle ☎️",Emma from Bolt,202303,20230328_122836,True
9558,Confirmation de votre commande Google Play du 28 mars 2023,Google Play,202303,20230328_125034,True
9559,New message from Moments In Time,Bandcamp,202303,20230328_131038,True
9560,Ends Soon! Get Intro Pricing on New Native Bundles,Universal Audio,202303,20230328_140010,True
9561,🤩 10% de réduction sur TOUS les fûts,Beerwulf,202303,20230328_140920,True
9562,"Invitation : le sport, levier d’inclusion",alumni@devinci.fr,202303,20230328_145030,True
9563,🎛️ PIONEER DJ : FOCUS SUR L'OPUS QUAD !,Woodbrass,202303,20230328_180111,True
9564,VivaTech student pass are back in 2023 🔥,Viva Technology,202303,20230328_180132,True
9565,"Open for 20,000 samples and MIDI… (limited time)",Luke @ WavGrind,202303,20230328_180550,True
9566,Les 7 questions à se poser avant d'investir,Groupe Pichet,202303,20230328_181219,True
9567,Astropolis a du nouveau pour cet été 😏🌞,SHOTGUN,202303,20230328_191650,True
9568,Les pieds dans l'eau avec le festival Evasion 🌞🌊,SHOTGUN,202303,20230328_193943,True
9569,Précédemment chez BonneGueule,BonneGueule,202303,20230328_200434,True
9570,Live Training: OpenAI API and ChatGPT,DataCamp Insights,202303,20230328_220428,True
9571,"Libérez vos mains, découvrez le monde ✈️⛰",RhinoShield,202303,20230328_230047,True
9572,"FWD: you saw this right, Nathan?",Luke 'just making sure',202303,20230329_003554,True
9573,Woodbrass : nos marques à petits prix 💥,Woodbrass,202303,20230329_040147,False
9574,Air Caraïbes - Confirmer votre email - A quelques clics de votre Espace Préférence !,AIR CARAIBES,202303,20230329_051319,False
9575,Votre carte d’accès à bord avec Air Caraïbes,noreply@amadeus.com,202303,20230329_052724,False
9576,"Modification de la réservation  Bibrac, Paris, 16 mars.",reservation@aircaraibes.com,202303,20230329_053707,True
9577,Made in Japan. Un succès planétaire. 👖,Levis® Made and Crafted®,202303,20230329_082219,True
9578,5€ ou 30€ offerts sur vos appareils connectés !,Rakuten,202303,20230329_093140,True
9579,Bénéficiez de remboursements sur vos achats alimentaires,BNP Paribas,202303,20230329_102105,True
9580,C'est quoi tes plans pour ce week-end ? 👋,GLAZART,202303,20230329_120323,True
9581,"New release from INSANE INDUSTRY, who brought you King Of The Party",Bandcamp,202303,20230329_124449,True
9582,Last Chance! Save on New Native Bundles w/ These Offers,Universal Audio,202303,20230329_140003,True
9583,"Showroom Projet A4, 30/3 15h30-18h30 Rue Basse",BRANCHET Bérengère,202303,20230329_162048,False
9584,🎨 Binance Bicasso est disponible !,Binance,202303,20230329_162447,True
9585,"WORLD TOUR 2023 — Overmono, Soulection, Trym, Bonobo & more",BOILER ROOM,202303,20230329_163739,True
9586,Download me Nathan (limited time only),"20,000 samples and MIDI...",202303,20230329_173006,True
9587,3 idées de recettes anti gaspi avec des restes,Too Good To Go,202303,20230329_173451,True
9588,"Natha', du nouveau dans votre voisinage !",Ensembl',202303,20230329_182323,True
9589,Special deal on the 2-year plan,The NordVPN team,202303,20230329_195502,True
9590,"New release from Rave Alert, who brought you PUSH UP EP",Bandcamp,202303,20230329_195726,True
9591,Les Nuits Secrètes 2023 🤫,SHOTGUN,202303,20230329_220740,True
9592,Multi-platinum producers made these for you💿,Luke ‘wow’ @ WavGrind,202303,20230330_013937,True
9593,"Licenciements, télétravail, quiet quitting : le travail d'équipe au bord du gouffre ?",Human Synergistics,202303,20230330_070510,True
9594,Tout n'est pas perdu 🌱,Chilowé,202303,20230330_090125,True
9595,New release from SINDEX,Bandcamp,202303,20230330_093730,True
9596,Gagnez 70 € pour chaque ami qui s'inscrit à Revolut 💰,Revolut,202303,20230330_100806,True
9597,Trophée golf Caritatif Hôpital Robert Debré,Sadone Envies,202303,20230330_110627,True
9598,Le recensement de Seine-Saint-Denis de 1931 est disponible !,Filae.com - Magazine,202303,20230330_125819,True
9599,🎁 90% Discount! Code inside!,Sanjay C,202303,20230330_141939,True
